SAMPLINGPOINT_LOCALID,DATETIME_BEGIN,DATETIME_END,PROPERTY,VALUE_NUMERIC,UNIT,STATIONCLASSIFICATION,AREACLASSIFICATION,ALTITUDE,STATIONCODE,STATIONNAME,LONGITUDE,LATITUDE,MUNICIPALITY,CALCULATED
SPO.IE.IE001BPSample2_5,20210126000000,20210126000000,PM10,5.428571,µg/m3,traffic,urban,10.0000,IE001BP,Cork South Link Road Landfill,-943432.6845,6784069.1131,,True
SPO.IE.IE001DMSample2_5,20210126000000,20210126000000,PM10,60.83019,µg/m3,background,suburban,100.0000,IE001DM,Wexford Enniscorthy Parnell Road,-731452.5441,6890767.4352,,True
SPO.IE.IE0136ASample2_5,20210126000000,20210126000000,PM10,0,µg/m3,background,suburban,10.0000,IE0136A,Dublin Tallaght Old Bawn Road,-707863.0535,7035059.9461,,True
SPO.IE.IE0137ASample2_5,20210126000000,20210126000000,PM10,12.19852,µg/m3,background,suburban,65.0000,IE0137A,Clare Ennis Simms Lane,-956449.8848,6891679.8654,,True
SPO.IT0591A_5_nephelometry_beta_2002-04-16_00:00:00,20210126000000,20210126000000,PM10,8.2,µg/m3,background,urban,200.0000,IT0591A,ROVERETO LGP,1228901.4999,5763129.3768,via Manzoni - Rovereto (TN),True
SPO.IT0753A_5_nephelometry_beta_2002-03-23_00:00:00,20210126000000,20210126000000,PM10,7.166667,µg/m3,background,suburban,73.0000,IT0753A,RIVA GAR,1207203.1047,5762974.2363,VIA TRENTO - Riva del Garda (TN),True
SPO-FI00431_00005_100,20210126000000,20210126000000,PM10,5.566667,µg/m3,background,suburban,143.0000,FI00431,Palokka 2,2861931.7131,8928233.8920,Jyväskylä,True
SPO-FI00433_00005_100,20210126000000,20210126000000,PM10,8.819246,µg/m3,industrial,suburban,62.0000,FI00433,Teppanala,3207130.1145,8661048.4378,Imatra,True
SPO-FI00434_00005_100,20210126000000,20210126000000,PM10,3.375488,µg/m3,traffic,suburban,103.0000,FI00434,Joutsenon keskusta,3172437.3952,8652758.5049,Lappeenranta,True
SPO-FI00444_00005_100,20210126000000,20210126000000,PM10,2.562765,µg/m3,traffic,urban,14.0000,FI00444,Naantalin keskusta,2452190.2710,8504551.7254,Naantali,True
SPO-FI00446_00005_100,20210126000000,20210126000000,PM10,6.378823,µg/m3,traffic,urban,5.0000,FI00446,Oulun keskusta 2,2835454.3722,9610998.1414,Oulu,True
SPO-FI00455_00005_100,20210126000000,20210126000000,PM10,4.608141,µg/m3,traffic,suburban,85.0000,FI00455,Laune,2855889.2912,8618259.0184,Lahti,True
SPO-FI00465_00005_100,20210126000000,20210126000000,PM10,4.09895,µg/m3,traffic,urban,15.0000,FI00465,Vaasan keskusta,2406540.3742,9123620.0154,Vaasa,True
SPO-FI00549_00005_100,20210126000000,20210126000000,PM10,4.9888,µg/m3,traffic,urban,120.0000,FI00549,Pirkankatu,2642244.9244,8741249.1552,Tampere,True
SPO-FI00558_00005_100,20210126000000,20210126000000,PM10,5.544445,µg/m3,traffic,urban,87.0000,FI00558,Maaherrankatu,3082247.4569,9074184.3698,Kuopio,True
SPO-FI00564_00005_100,20210126000000,20210126000000,PM10,5.452925,µg/m3,traffic,urban,7.0000,FI00564,Mannerheimintie,2776223.4976,8437603.5969,Helsinki,True
SPO-FR01019_5,20210126000000,20210126000000,PM10,12.06667,µg/m3,background,urban,156.0000,FR01019,Thionville-Piscine,685820.5698,6337639.8270,THIONVILLE,True
SPO-FR01020_5,20210126000000,20210126000000,PM10,14.3125,µg/m3,background,urban,154.0000,FR01020,Thionville-Centre,685387.6483,6335883.8641,THIONVILLE,True
SPO-FR01059_5,20210126000000,20210126000000,PM10,16.425,µg/m3,background,suburban,197.0000,FR01059,HAYANGE-MARSPICH,677052.9354,6332306.2398,HAYANGE,True
SPO-FR01064_5,20210126000000,20210126000000,PM10,11.11429,µg/m3,traffic,urban,164.0000,FR01064,Metz- Pont Grilles,688090.1516,6296111.5641,METZ,True
SPO-FR02008_5,20210126000000,20210126000000,PM10,14.15714,µg/m3,industrial,urban,3.0000,FR02008,Port de Bouc Leque,554584.6863,5373354.2388,PORT-DE-BOUC,True
SPO-FR03069_5,20210126000000,20210126000000,PM10,2.74,µg/m3,background,urban,32.0000,FR03069,HYERES,682535.3090,5330214.6816,HYERES,True
SPO-FR03070_5,20210126000000,20210126000000,PM10,4.814286,µg/m3,background,suburban,5.0000,FR03070,ESTEREL,753451.0566,5378857.8673,SAINT-RAPHAEL,True
SPO-FR03071_5,20210126000000,20210126000000,PM10,8.457143,µg/m3,background,urban,26.0000,FR03071,TOULON CLARET,659477.1462,5331949.4657,TOULON,True
SPO-FR03080_5,20210126000000,20210126000000,PM10,7.15,µg/m3,background,urban,19.0000,FR03080,AVIGNON   MAIRIE,534816.7937,5457657.2644,AVIGNON,True
SPO-FR03087_5,20210126000000,20210126000000,PM10,7.142857,µg/m3,traffic,urban,19.0000,FR03087,Avignon Semard,537106.4130,5455707.2340,AVIGNON,True
SPO-FR04002_5,20210126000000,20210126000000,PM10,11.65,µg/m3,background,urban,28.0000,FR04002,GENNEVILLIERS,255447.2846,6262944.7510,GENNEVILLIERS,True
SPO-FR04004_5,20210126000000,20210126000000,PM10,10.5375,µg/m3,background,urban,60.0000,FR04004,PARIS 18eme,261229.7755,6256499.3323,PARIS 18E ARRONDISSEMENT,True
SPO-FR04098_5,20210126000000,20210126000000,PM10,17.8375,µg/m3,background,urban,80.0000,FR04098,LOGNES,293357.8051,6247803.5783,LOGNES,True
SPO-FR04099_5,20210126000000,20210126000000,PM10,13.7,µg/m3,background,urban,88.0000,FR04099,NOGENT-SUR-MARNE,276567.0410,6247850.4294,NOGENT-SUR-MARNE,True
SPO-FR04118_5,20210126000000,20210126000000,PM10,13.01429,µg/m3,traffic,urban,45.0000,FR04118,Place de l'Opéra,259652.7123,6252878.2036,PARIS 2E ARRONDISSEMENT,True
SPO-FR04122_5,20210126000000,20210126000000,PM10,20.58571,µg/m3,traffic,suburban,48.0000,FR04122,RN6-MELUN,295398.6253,6195158.6616,MELUN,True
SPO-FR04123_5,20210126000000,20210126000000,PM10,16.64286,µg/m3,traffic,urban,44.0000,FR04123,RN2-PANTIN,266146.3121,6258286.4304,PANTIN,True
SPO-FR04131_5,20210126000000,20210126000000,PM10,18.01429,µg/m3,traffic,urban,42.0000,FR04131,Boulevard Haussmann,259405.3604,6253395.9206,PARIS 9E ARRONDISSEMENT,True
SPO-FR05089_5,20210126000000,20210126000000,PM10,12.52857,µg/m3,traffic,urban,60.0000,FR05089,Le Havre Lafaurie-montant,12345.6655,6360162.7940,LE HAVRE,True
SPO-FR05090_5,20210126000000,20210126000000,PM10,7.8125,µg/m3,background,urban,92.0000,FR05090,Le Havre ville-haute,11203.7502,6362648.5632,LE HAVRE,True
SPO-FR06001_5,20210126000000,20210126000000,PM10,8.775,µg/m3,background,urban,43.0000,FR06001,Valenciennes Acacias,390513.2265,6508600.0078,VALENCIENNES,True
SPO-FR06003_5,20210126000000,20210126000000,PM10,10.2,µg/m3,background,urban,28.0000,FR06003,Douai Theuriet,341289.9740,6512036.3700,DOUAI,True
SPO-FR07058_5,20210126000000,20210126000000,PM10,11.3875,µg/m3,background,urban,203.0000,FR07058,Montluçon,288756.6365,5835118.9713,MONTLUÇON,True
SPO-FR07059_5,20210126000000,20210126000000,PM10,16.125,µg/m3,background,urban,257.0000,FR07059,Vichy,381346.5117,5801275.7330,VICHY,True
SPO-FR07061_5,20210126000000,20210126000000,PM10,18.4125,µg/m3,background,suburban,329.0000,FR07061,Riom Périurbaine,347567.7254,5763817.1457,RIOM,True
SPO-FR08016_5,20210126000000,20210126000000,PM10,9.183333,µg/m3,background,urban,8.0000,FR08016,Prés Arènes,432687.0608,5402445.9624,MONTPELLIER,True
SPO-FR08020_5,20210126000000,20210126000000,PM10,1.25,µg/m3,industrial,suburban,10.0000,FR08020,Lunel,455121.0552,5415401.9464,LUNEL-VIEL,True
SPO-FR09399_5,20210126000000,20210126000000,PM10,38.55714,µg/m3,traffic,urban,27.0000,FR09399,Niort Trafic 6,-51871.7658,5832060.1722,NIORT,True
SPO-FR09403_5,20210126000000,20210126000000,PM10,39.24286,µg/m3,traffic,urban,77.0000,FR09403,Poitiers-Le Nain,37893.1547,5875552.3260,POITIERS,True
SPO-FR09404_5,20210126000000,20210126000000,PM10,36.475,µg/m3,background,urban,110.0000,FR09404,Poitiers Centre  Augouard,38467.1180,5874416.8547,POITIERS,True
SPO-FR10004_5,20210126000000,20210126000000,PM10,12.325,µg/m3,background,urban,8.0000,FR10004,Malo-les-Bains,269397.6205,6629891.4652,DUNKERQUE,True
SPO-FR10012_5,20210126000000,20210126000000,PM10,8.35,µg/m3,industrial,suburban,1.0000,FR10012,Mardyck,250579.0606,6624731.3847,DUNKERQUE,True
SPO-FR10017_5,20210126000000,20210126000000,PM10,25.78333,µg/m3,background,urban,4.0000,FR10017,St Pol mer - cheminots,259636.9049,6627090.6345,DUNKERQUE,True
SPO-FR12039_5,20210126000000,20210126000000,PM10,18.94286,µg/m3,industrial,urban,159.0000,FR12039,EISENHOWER,155096.9937,5397844.4645,TOULOUSE,True
SPO-FR12040_5,20210126000000,20210126000000,PM10,18.25714,µg/m3,industrial,urban,148.0000,FR12040,CHAPITRE,156558.5073,5397132.6092,TOULOUSE,True
SPO-FR12042_5,20210126000000,20210126000000,PM10,9.3,µg/m3,background,urban,405.0000,FR12042,LOURDES LAPACCA,-4329.1037,5326739.2201,LOURDES,True
SPO-FR12044_5,20210126000000,20210126000000,PM10,12.21429,µg/m3,industrial,suburban,150.0000,FR12044,Aeroport cote trafic,153175.6193,5408976.9008,BLAGNAC,True
SPO-FR12047_5,20210126000000,20210126000000,PM10,22.4,µg/m3,industrial,rural-nearcity,104.0000,FR12047,BESSIERES,177647.3170,5435143.6957,BESSIERES,True
SPO-FR12053_5,20210126000000,20210126000000,PM10,19,µg/m3,background,urban,183.0000,FR12053,Stade Travet CASTRES,248242.4645,5405371.6067,CASTRES,True
SPO-FR12054_5,20210126000000,20210126000000,PM10,30.925,µg/m3,traffic,urban,145.0000,FR12054,TRAFIC_TOULOUSE,163378.0507,5410369.2636,TOULOUSE,True
SP_26019001_10_49,20210126000000,20210126000000,PM10,10,µg/m3,industrial,rural,336.0000,ES1779A,ARRÚBAL,-249244.3399,5227118.8899,ARRÚBAL,True
SP_26066001_10_49,20210126000000,20210126000000,PM10,7.166667,µg/m3,industrial,rural,570.0000,ES1746A,GALILEA,-248465.1035,5212197.2495,GALILEA,True
SP_26089001_10_49,20210126000000,20210126000000,PM10,11.4,µg/m3,background,urban,385.0000,ES1602A,LA CIGÜEÑA,-270283.7236,5230739.8061,LOGROÑO,True
SP_26117001_10_49,20210126000000,20210126000000,PM10,39.33333,µg/m3,industrial,rural,380.0000,ES1753A,PRADEJÓN,-229206.8315,5212046.6458,PRADEJÓN,True
SP_27028005_10_49,20210126000000,20210126000000,PM10,14.025,µg/m3,traffic,urban,450.0000,ES1905A,LUGO-FINGOY,-840562.3430,5311652.2110,LUGO,True
SP_28067001_10_49,20210126000000,20210126000000,PM10,6.625,µg/m3,background,rural,852.0000,ES1805A,GUADALIX DE LA SIERRA,-412121.1436,4980038.7774,GUADALIX DE LA SIERRA,True
SP_28074007_10_49,20210126000000,20210126000000,PM10,5,µg/m3,traffic,urban,640.0000,ES1567A,LEGANÉS,-417949.0282,4915430.0493,LEGANÉS,True
SP_28079008_10_47,20210126000000,20210126000000,PM10,0,µg/m3,traffic,urban,672.0000,ES0118A,ESCUELAS AGUIRRE,-409903.1025,4927408.2674,MADRID,True
SP_28079018_10_47,20210126000000,20210126000000,PM10,4.375,µg/m3,background,urban,625.0000,ES0126A,FAROLILLO,-415438.1547,4923469.1267,MADRID,True
SP_28079024_10_47,20210126000000,20210126000000,PM10,3.875,µg/m3,background,suburban,645.0000,ES1193A,CASA DE CAMPO,-417355.3235,4927164.5644,MADRID,True
SP_28102001_10_49,20210126000000,20210126000000,PM10,3.375,µg/m3,background,rural,795.0000,ES1806A,ORUSCO DE TAJUÑA,-358571.2118,4907823.9669,ORUSCO DE TAJUÑA,True
SP_28120001_10_49,20210126000000,20210126000000,PM10,2.25,µg/m3,background,rural,1200.0000,ES2093A,PUERTO DE COTOS,-440958.7669,4986578.0814,RASCAFRÍA,True
SP_28123002_10_49,20210126000000,20210126000000,PM10,16.125,µg/m3,background,suburban,610.0000,ES1807A,"RIVAS-VACIAMADRID ",-394393.8239,4918351.4105,RIVAS-VACIAMADRID,True
SP_28133002_10_49,20210126000000,20210126000000,PM10,4.875,µg/m3,background,rural,707.0000,ES1808A,"SAN MARTIN DE VALDEIGLESIAS ",-489594.2525,4919520.1977,SAN MARTÍN DE VALDEIGLESIAS,True
SP_28148004_10_49,20210126000000,20210126000000,PM10,38.625,µg/m3,background,suburban,581.0000,ES1752A,"TORREJON DE ARDOZ ",-387124.6612,4931479.0179,TORREJÓN DE ARDOZ,True
SP_30016018_10_47,20210126000000,20210126000000,PM10,11.25,µg/m3,industrial,suburban,80.0000,ES1423A,LA ALJORRA,-118524.3354,4536233.2977,CARTAGENA,True
SP_30016020_10_47,20210126000000,20210126000000,PM10,16.375,µg/m3,background,urban,10.0000,ES1921A,MOMPEAN,-108567.4247,4523501.6435,CARTAGENA,True
SP_30016021_10_47,20210126000000,20210126000000,PM10,11.25,µg/m3,industrial,suburban,10.0000,ES2007A,VALLE,-103156.0607,4519482.2892,CARTAGENA,True
SP_30024002_10_47,20210126000000,20210126000000,PM10,7.125,µg/m3,industrial,suburban,340.0000,ES1569A,LORCA,-189366.8225,4535568.9921,LORCA,True
SP_30030007_10_49,20210126000000,20210126000000,PM10,24.125,µg/m3,traffic,suburban,40.0000,ES1633A,SAN BASILIO,-127429.8946,4578523.3163,MURCIA,True
SP_31010001_10_49,20210126000000,20210126000000,PM10,7.25,µg/m3,background,suburban,530.0000,ES1749A,ALSASUA,-241908.3854,5296474.4671,ALTSASU/ALSASUA,True
SP_32054004_10_49,20210126000000,20210126000000,PM10,18.125,µg/m3,traffic,urban,132.0000,ES1096A,GOMEZ FRANQUEIRA,-876963.8165,5214004.6805,OURENSE,True
SP_33004020_10_49,20210126000000,20210126000000,PM10,13.83333,µg/m3,industrial,suburban,8.0000,ES0879A,LLARANES,-656662.5442,5396111.7745,AVILÉS,True
SP_33004021_10_49,20210126000000,20210126000000,PM10,16.42857,µg/m3,traffic,urban,6.0000,ES0880A,LLANOPONTE,-658977.9896,5396250.0092,AVILÉS,True
SP_33004049_10_49,20210126000000,20210126000000,PM10,18,µg/m3,traffic,urban,12.0000,ES1424A,PLAZA DE LA GUITARRA,-659846.2817,5397432.7677,AVILÉS,True
SP_33004052_10_49,20210126000000,20210126000000,PM10,17.2,µg/m3,background,suburban,8.0000,ES2054A,SALINAS,-663274.9220,5399214.8711,AVILÉS,True
SP_33037012_10_49,20210126000000,20210126000000,PM10,23.5,µg/m3,traffic,urban,205.0000,ES1651A,JARDINES DE JUAN XXIII,-642970.2469,5351034.4746,MIERES,True
SP_33044029_10_49,20210126000000,20210126000000,PM10,18.125,µg/m3,traffic,urban,267.0000,ES1268A,PLAZA DE TOROS,-653044.6608,5366668.7553,OVIEDO,True
SP_33044030_10_49,20210126000000,20210126000000,PM10,17.66667,µg/m3,traffic,urban,180.0000,ES1269A,PALACIO DE DEPORTES,-649326.5898,5367924.3096,OVIEDO,True
SP_33044032_10_49,20210126000000,20210126000000,PM10,14.71429,µg/m3,background,urban,276.0000,ES1572A,PURIFICACIÓN TOMÁS,-653757.1055,5368873.7437,OVIEDO,True
SP_33044033_10_49,20210126000000,20210126000000,PM10,23.5,µg/m3,industrial,suburban,89.0000,ES2075A,TRUBIA PISCINAS,-664543.9642,5364739.8197,OVIEDO,True
SP_35016011_10_49,20210126000000,20210126000000,PM10,8.625,µg/m3,industrial,urban,33.0000,ES1451A,NÉSTOR ÁLAMO,-1715337.6184,3252953.3666,PALMAS DE GRAN CANARIA (LAS),True
SP_35016012_10_49,20210126000000,20210126000000,PM10,12,µg/m3,traffic,urban,11.0000,ES1573A,MERCADO CENTRAL,-1717973.9979,3265844.8216,PALMAS DE GRAN CANARIA (LAS),True
SP_35016014_10_49,20210126000000,20210126000000,PM10,0,µg/m3,background,urban,115.0000,ES2097A,SAN NICOLÁS,-1716858.2426,3262003.8098,PALMAS DE GRAN CANARIA (LAS),True
SP_35017001_10_47,20210126000000,20210126000000,PM10,8.571428,µg/m3,industrial,urban,20.0000,ES1865A,CENTRO DE ARTE JUAN ISMAEL,-1542041.5577,3312192.1606,PUERTO DEL ROSARIO,True
SP_35017002_10_47,20210126000000,20210126000000,PM10,8.428572,µg/m3,industrial,urban,15.0000,ES1866A,PARQUE DE LA PIEDRA,-1542186.7650,3312509.6931,PUERTO DEL ROSARIO,True
SP_35026003_10_49,20210126000000,20210126000000,PM10,8,µg/m3,background,urban,113.0000,ES1919A,PARQUE DE SAN JUAN-TELDE,-1715639.4055,3249433.3485,TELDE,True
SP_35026004_10_49,20210126000000,20210126000000,PM10,10.57143,µg/m3,industrial,urban,115.0000,ES2004A,LA LOMA-TELDE,-1715951.7680,3252292.1666,TELDE,True
SP_36024001_10_49,20210126000000,20210126000000,PM10,3.225,µg/m3,background,suburban,600.0000,ES2084A,LALÍN,-902478.2438,5259802.6682,LALÍN,True
SP_36038010_10_49,20210126000000,20210126000000,PM10,7.125,µg/m3,traffic,urban,15.0000,ES2061A,CAMPOLONGO,-962245.1218,5224997.0743,PONTEVEDRA,True
SPO.IT1037A_5_nephelometry_beta_2006-01-14_00:00:00,20210126000000,20210126000000,PM10,13.16667,µg/m3,background,urban,203.0000,IT1037A,TRENTO PSC,1238562.9185,5790439.5381,PARCO SANTA CHIARA - Trento (TN),True
SPO.IT1170A_5_BETA_2010-04-23_00:00:00,20210126000000,20210126000000,PM10,20.07325,µg/m3,background,suburban,100.0000,IT1170A,S.Osvaldo,1472231.2126,5785959.7699,via Adriatica - Udine (UD),True
SPO.IT1264A_5_BETA_1999-04-01_00:00:00,20210126000000,20210126000000,PM10,0,µg/m3,traffic,urban,9.0000,IT1264A,PE - VIA FIRENZE,1582190.6018,5231100.4649,VIA FIRENZE c/o LICEO GINNASIO - Pescara (PE),True
SPO.IT1423A_5_BETA_1999-04-01_00:00:00,20210126000000,20210126000000,PM10,0,µg/m3,background,urban,4.0000,IT1423A,PE - TEATRO D'ANNUNZIO,1584601.7820,5229591.5237,LUNGOMARE C. COLOMBO 120 - Pescara (PE),True
SPO-FR10028_5,20210126000000,20210126000000,PM10,11.98571,µg/m3,industrial,suburban,3.0000,FR10028,Gravelines PC/Drire,238576.5931,6617944.1396,GRAVELINES,True
SPO-FR10030_5,20210126000000,20210126000000,PM10,9.1125,µg/m3,traffic,urban,7.0000,FR10030,Boulogne Diderot,178769.4174,6571391.4228,BOULOGNE-SUR-MER,True
SPO-FR10032_5,20210126000000,20210126000000,PM10,6.05,µg/m3,background,suburban,58.0000,FR10032,Outreau,175502.9696,6567404.8286,OUTREAU,True
SPO-FR10034_5,20210126000000,20210126000000,PM10,15.95,µg/m3,industrial,urban,3.0000,FR10034,Grande-synthe,256274.1657,6625621.5546,GRANDE-SYNTHE,True
SPO-FR10041_5,20210126000000,20210126000000,PM10,8.675,µg/m3,background,urban,12.0000,FR10041,St Omer Ribot,251557.5589,6576878.7801,SAINT-OMER,True
SPO-FR10132_5,20210126000000,20210126000000,PM10,7.8,µg/m3,background,rural-regional,170.0000,FR10132,Campagne les B.,221687.1999,6552679.2366,CAMPAGNE-LES-BOULONNAIS,True
SPO-FR11016_5,20210126000000,20210126000000,PM10,11.74286,µg/m3,background,urban,19.0000,FR11016,Marcq CTM,342481.0926,6563132.1033,MARCQ-EN-BAROEUL,True
SPO-FR12085_5,20210126000000,20210126000000,PM10,15.4375,µg/m3,traffic,urban,147.0000,FR12085,Port de l Embouchure,157539.3434,5405345.1623,TOULOUSE,True
SPO-FR14010_5,20210126000000,20210126000000,PM10,13.42857,µg/m3,background,suburban,91.0000,FR14010,BETHENY,450967.6137,6322884.6043,BETHENY,True
SPO-FR14011_5,20210126000000,20210126000000,PM10,13.52857,µg/m3,traffic,urban,80.0000,FR14011,DOUMER,447845.4359,6317512.9517,REIMS,True
SPO-FR14012_5,20210126000000,20210126000000,PM10,13.175,µg/m3,background,urban,96.0000,FR14012,Jean d Aulan,447566.2466,6312983.7955,REIMS,True
SPO-FR14022_5,20210126000000,20210126000000,PM10,17.9,µg/m3,background,urban,86.0000,FR14022,CHALONS,485352.9799,6268453.8567,CHALONS-EN-CHAMPAGNE,True
SPO-FR14028_5,20210126000000,20210126000000,PM10,18.31429,µg/m3,traffic,urban,74.0000,FR14028,Rempart Perrier,440369.9981,6282687.2226,EPERNAY,True
SPO-FR16054_5,20210126000000,20210126000000,PM10,8.142858,µg/m3,background,urban,195.0000,FR16054,Colmar Centre,818272.5074,6119281.5996,COLMAR,True
SPO-FR16057_5,20210126000000,20210126000000,PM10,9.5625,µg/m3,background,urban,236.0000,FR16057,Mulhouse Nord,817897.0268,6066595.1151,MULHOUSE,True
SPO-FR16060_5,20210126000000,20210126000000,PM10,9.857142,µg/m3,background,suburban,247.0000,FR16060,C.C.3 Frontières,842485.3872,6039725.4450,VILLAGE-NEUF,True
SPO-FR16066_5,20210126000000,20210126000000,PM10,9.2375,µg/m3,background,urban,267.0000,FR16066,Mulhouse Sud 2,813642.5072,6063280.6952,MULHOUSE,True
SPO-FR16069_5,20210126000000,20210126000000,PM10,11.64286,µg/m3,traffic,urban,255.0000,FR16069,Mulhouse-Briand,815010.5124,6064980.6248,MULHOUSE,True
SPO-FR16302_5,20210126000000,20210126000000,PM10,6.5,µg/m3,background,rural-remote,770.0000,FR16302,Vosges Moyennes 2,793685.7055,6189266.5537,GRANDFONTAINE,True
SPO-FR18019_5,20210126000000,20210126000000,PM10,22.56667,µg/m3,background,suburban,28.0000,FR18019,Nogent sur Oise,276313.5665,6321889.1022,NOGENT-SUR-OISE,True
SPO-FR19061_5,20210126000000,20210126000000,PM10,19.04286,µg/m3,background,urban,90.0000,FR19061,Saint Brieuc Balzac,-306076.2795,6192713.7779,SAINT-BRIEUC,True
SPO-FR20013_5,20210126000000,20210126000000,PM10,14.1,µg/m3,traffic,suburban,163.0000,FR20013,A7 SUD LYONNAIS,536354.6725,5735595.8257,LA MULATIERE,True
SPO-FR20017_5,20210126000000,20210126000000,PM10,11.6875,µg/m3,background,urban,172.0000,FR20017,GERLAND,537650.2087,5738030.2578,LYON 7E ARRONDISSEMENT,True
SPO-FR20019_5,20210126000000,20210126000000,PM10,9.8875,µg/m3,traffic,urban,180.0000,FR20019,GRANDCLEMENT,543930.8544,5741710.4380,VILLEURBANNE,True
SPO-FR20029_5,20210126000000,20210126000000,PM10,10.8,µg/m3,industrial,suburban,160.0000,FR20029,FEYZIN STADE,539443.1204,5726651.5800,FEYZIN,True
SPO-FR20031_5,20210126000000,20210126000000,PM10,9.9625,µg/m3,industrial,suburban,177.0000,FR20031,ST FONS CENTRE,541502.5310,5733646.9735,SAINT-FONS,True
SPO-FR20037_5,20210126000000,20210126000000,PM10,12.525,µg/m3,background,suburban,235.0000,FR20037,TERNAY,534578.4587,5716781.3187,TERNAY,True
SPO-FR21050_5,20210126000000,20210126000000,PM10,9.55,µg/m3,background,rural-remote,309.0000,FR21050,La Coulonche MERA,-51021.3962,6214838.5939,LA COULONCHE,True
SPO-FR21060_5,20210126000000,20210126000000,PM10,10.48333,µg/m3,traffic,urban,28.0000,FR21060,Moult proximité,-18887.1327,6294770.3796,MOULT,True
SPO-FR22009_5,20210126000000,20210126000000,PM10,11.18333,µg/m3,industrial,suburban,210.0000,FR22009,Ecole de Carling(9),747720.3292,6303028.5558,CARLING,True
SPO-FR22019_5,20210126000000,20210126000000,PM10,13.625,µg/m3,background,suburban,209.0000,FR22019,SCHOENECK (19),770980.2029,6312335.6086,SCHOENECK,True
SPO-FR22022_5,20210126000000,20210126000000,PM10,12.81667,µg/m3,background,urban,217.0000,FR22022,SARREGUEMINES,788535.9545,6294965.6333,SARREGUEMINES,True
SPO-FR23068_5,20210126000000,20210126000000,PM10,24.175,µg/m3,industrial,rural-nearcity,25.0000,FR23068,FROSSAY,-215583.4409,5982561.4371,FROSSAY,True
